yourlist:M201912038471C63D39733769F8E060B506551E125F0C55R	isomap:M201912038471C63D39733769F8E060B506551E125F0C55R	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000198721	ENSG00000198721 -> O75521-1	O75521	ECI2_HUMAN	reviewed	Enoyl-CoA delta isomerase 2, mitochondrial (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)	ECI2 DRS1 HCA88 PECI	Homo sapiens (Human)	394
ENSG00000153046	ENSG00000153046 -> Q9Y232-1;Q9Y232-2;Q9Y232-4	Q9Y232	CDYL_HUMAN	reviewed	Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-)	CDYL CDYL1	Homo sapiens (Human)	598
ENSG00000124787	ENSG00000124787 -> O75818-1;O75818-2	O75818	RPP40_HUMAN	reviewed	Ribonuclease P protein subunit p40 (RNaseP protein p40) (EC 3.1.26.5) (RNase P subunit 1)	RPP40 RNASEP1	Homo sapiens (Human)	363
ENSG00000214113		Q9HD34	LYRM4_HUMAN	reviewed	LYR motif-containing protein 4	LYRM4 C6orf149 ISD11 CGI-203	Homo sapiens (Human)	91
ENSG00000145982		O95363	SYFM_HUMAN	reviewed	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	FARS2 FARS1 HSPC320	Homo sapiens (Human)	451
ENSG00000124782	ENSG00000124782 -> Q92766-1;Q92766-2;Q92766-3	Q92766	RREB1_HUMAN	reviewed	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)	RREB1 FINB	Homo sapiens (Human)	1687
ENSG00000124783	ENSG00000124783 -> P43307-1	P43307	SSRA_HUMAN	reviewed	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	SSR1 TRAPA PSEC0262	Homo sapiens (Human)	286
ENSG00000124784		Q9BRS2	RIOK1_HUMAN	reviewed	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.3.-) (RIO kinase 1)	RIOK1 RIO1	Homo sapiens (Human)	568
ENSG00000096696	ENSG00000096696 -> P15924-1;P15924-2	P15924	DESP_HUMAN	reviewed	Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)	DSP	Homo sapiens (Human)	2871
ENSG00000168566	ENSG00000168566 -> Q6IEG0-1	Q6IEG0	SNR48_HUMAN	reviewed	U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein) (U11/U12-48K)	SNRNP48 C6orf151	Homo sapiens (Human)	339
ENSG00000153162		P22004	BMP6_HUMAN	reviewed	Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VG-1-R) (VGR-1)	BMP6 VGR	Homo sapiens (Human)	513
ENSG00000239264	ENSG00000239264 -> Q8NBS9-1;Q8NBS9-2	Q8NBS9	TXND5_HUMAN	reviewed	Thioredoxin domain-containing protein 5 (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	Homo sapiens (Human)	432
ENSG00000188428	ENSG00000188428 -> Q8TDH9-1	Q8TDH9	BL1S5_HUMAN	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted homolog)	BLOC1S5 MUTED	Homo sapiens (Human)	187
ENSG00000124802	ENSG00000124802 -> O43324-1;O43324-2	O43324	MCA3_HUMAN	reviewed	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)	EEF1E1 AIMP3 P18	Homo sapiens (Human)	174
ENSG00000124786	ENSG00000124786 -> Q9H1N7-1;Q9H1N7-3	Q9H1N7	S35B3_HUMAN	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)	SLC35B3 C6orf196 PAPST2 CGI-19	Homo sapiens (Human)	401
ENSG00000137203	ENSG00000137203 -> P05549-1;P05549-5;P05549-6	P05549	AP2A_HUMAN	reviewed	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	TFAP2A AP2TF TFAP2	Homo sapiens (Human)	437
ENSG00000111846	ENSG00000111846 -> Q8N0V5-1;Q8N0V5-2;Q8N0V5-3	Q8N0V5	GNT2A_HUMAN	reviewed	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase) (EC 2.4.1.150) (I-branching enzyme) (IGNT)	GCNT2 GCNT5 II NACGT1	Homo sapiens (Human)	402
ENSG00000137434	ENSG00000137434 -> Q5T4I8-1;Q5T4I8-2	Q5T4I8	CF052_HUMAN	reviewed	Putative uncharacterized protein C6orf52	C6orf52	Homo sapiens (Human)	152
ENSG00000111845		Q9NWT1	PK1IP_HUMAN	reviewed	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	PAK1IP1 PIP1 WDR84	Homo sapiens (Human)	392
ENSG00000111843		Q9P0S9	TM14C_HUMAN	reviewed	Transmembrane protein 14C	TMEM14C C6orf53 HSPC194	Homo sapiens (Human)	112
ENSG00000137210	ENSG00000137210 -> Q9NUH8-1;Q9NUH8-2	Q9NUH8	TM14B_HUMAN	reviewed	Transmembrane protein 14B	TMEM14B	Homo sapiens (Human)	114
ENSG00000111837	ENSG00000111837 -> P20794-1;P20794-2;P20794-3	P20794	MAK_HUMAN	reviewed	Serine/threonine-protein kinase MAK (EC 2.7.11.1) (Male germ cell-associated kinase)	MAK	Homo sapiens (Human)	623
ENSG00000153157	ENSG00000153157 -> Q5T4T6-1;Q5T4T6-2	Q5T4T6	SYC2L_HUMAN	reviewed	Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)	SYCP2L C6orf177 NO145	Homo sapiens (Human)	812
ENSG00000197977		Q9NXB9	ELOV2_HUMAN	reviewed	Elongation of very long chain fatty acids protein 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2)	ELOVL2 ELG3 SSC2	Homo sapiens (Human)	296
ENSG00000224531		P0DJ93	SIM13_HUMAN	reviewed	Small integral membrane protein 13	SMIM13 C6orf228	Homo sapiens (Human)	91
ENSG00000095951		P15822	ZEP1_HUMAN	reviewed	Zinc finger protein 40 (Cirhin interaction protein) (CIRIP) (Gate keeper of apoptosis-activating protein) (GAAP) (Human immunodeficiency virus type I enhancer-binding protein 1) (HIV-EP1) (Major histocompatibility complex-binding protein 1) (MBP-1) (Positive regulatory domain II-binding factor 1) (PRDII-BF1)	HIVEP1 ZNF40	Homo sapiens (Human)	2718
ENSG00000078401		P05305	EDN1_HUMAN	reviewed	Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1]	EDN1	Homo sapiens (Human)	212
ENSG00000145979	ENSG00000145979 -> Q9P0N9-1;Q9P0N9-2;Q9P0N9-4	Q9P0N9	TBCD7_HUMAN	reviewed	TBC1 domain family member 7 (Cell migration-inducing protein 23)	TBC1D7 TBC7 HSPC239	Homo sapiens (Human)	293
ENSG00000124523	ENSG00000124523 -> Q9NXA8-1;Q9NXA8-2;Q9NXA8-3;Q9NXA8-4	Q9NXA8	SIR5_HUMAN	reviewed	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5	Homo sapiens (Human)	310
ENSG00000225921	ENSG00000225921 -> Q9UMY1-1	Q9UMY1	NOL7_HUMAN	reviewed	Nucleolar protein 7 (Nucleolar protein of 27 kDa)	NOL7 C6orf90 NOP27	Homo sapiens (Human)	257
ENSG00000010017	ENSG00000010017 -> Q96S59-1	Q96S59	RANB9_HUMAN	reviewed	Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)	RANBP9 RANBPM	Homo sapiens (Human)	729
ENSG00000050393	ENSG00000050393 -> Q96AQ8-1;Q96AQ8-2	Q96AQ8	MCUR1_HUMAN	reviewed	Mitochondrial calcium uniporter regulator 1 (MCU regulator 1) (Coiled-coil domain-containing protein 90A, mitochondrial)	MCUR1 C6orf79 CCDC90A	Homo sapiens (Human)	359
ENSG00000180537		Q8N6D2	RN182_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182)	RNF182	Homo sapiens (Human)	247
ENSG00000112149		Q01151	CD83_HUMAN	reviewed	CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83)	CD83	Homo sapiens (Human)	205
ENSG00000008083	ENSG00000008083 -> Q92833-1;Q92833-3	Q92833	JARD2_HUMAN	reviewed	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	JARID2 JMJ	Homo sapiens (Human)	1246
ENSG00000047579	ENSG00000047579 -> Q96EV8-1;Q96EV8-2	Q96EV8	DTBP1_HUMAN	reviewed	Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein)	DTNBP1 BLOC1S8 My031	Homo sapiens (Human)	351
ENSG00000007944	ENSG00000007944 -> Q8WY64-1	Q8WY64	MYLIP_HUMAN	reviewed	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	MYLIP BZF1 IDOL BM-023 PP5242	Homo sapiens (Human)	445
ENSG00000137198		P36959	GMPR1_HUMAN	reviewed	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	GMPR GMPR1	Homo sapiens (Human)	345
ENSG00000124788	ENSG00000124788 -> P54253-1	P54253	ATX1_HUMAN	reviewed	Ataxin-1 (Spinocerebellar ataxia type 1 protein)	ATXN1 ATX1 SCA1	Homo sapiens (Human)	815
ENSG00000112183	ENSG00000112183 -> Q9BX46-1;Q9BX46-2;Q9BX46-5	Q9BX46	RBM24_HUMAN	reviewed	RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6)	RBM24 RNPC6	Homo sapiens (Human)	236
ENSG00000112186	ENSG00000112186 -> P40123-1;P40123-2;P40123-3	P40123	CAP2_HUMAN	reviewed	Adenylyl cyclase-associated protein 2 (CAP 2)	CAP2	Homo sapiens (Human)	477
ENSG00000137414		Q9UBU6	FA8A1_HUMAN	reviewed	Protein FAM8A1 (Autosomal highly conserved protein)	FAM8A1 AHCP	Homo sapiens (Human)	413
ENSG00000124789	ENSG00000124789 -> P49790-1;P49790-2;P49790-3	P49790	NU153_HUMAN	reviewed	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	NUP153	Homo sapiens (Human)	1475
ENSG00000137177	ENSG00000137177 -> Q9H1H9-1;Q9H1H9-2;Q9H1H9-3;Q9H1H9-4;Q9H1H9-5	Q9H1H9	KI13A_HUMAN	reviewed	Kinesin-like protein KIF13A (Kinesin-like protein RBKIN)	KIF13A RBKIN	Homo sapiens (Human)	1805
ENSG00000187566		Q6VVB1	NHLC1_HUMAN	reviewed	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	NHLRC1 EPM2B	Homo sapiens (Human)	395
ENSG00000137364		P51580	TPMT_HUMAN	reviewed	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	TPMT	Homo sapiens (Human)	245
ENSG00000165097	ENSG00000165097 -> Q8NB78-1;Q8NB78-2	Q8NB78	KDM1B_HUMAN	reviewed	Lysine-specific histone demethylase 1B (EC 1.-.-.-) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 2)	KDM1B AOF1 C6orf193 LSD2	Homo sapiens (Human)	822
ENSG00000124795	ENSG00000124795 -> P35659-1;P35659-2	P35659	DEK_HUMAN	reviewed	Protein DEK	DEK	Homo sapiens (Human)	375
ENSG00000137393	ENSG00000137393 -> Q7Z419-1	Q7Z419	R144B_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.31) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein)	RNF144B IBRDC2 P53RFP	Homo sapiens (Human)	303
ENSG00000172201		P47928	ID4_HUMAN	reviewed	DNA-binding protein inhibitor ID-4 (Class B basic helix-loop-helix protein 27) (bHLHb27) (Inhibitor of DNA binding 4) (Inhibitor of differentiation 4)	ID4 BHLHB27	Homo sapiens (Human)	161
ENSG00000172197	ENSG00000172197 -> Q6ZNC8-1	Q6ZNC8	MBOA1_HUMAN	reviewed	Lysophospholipid acyltransferase 1 (LPLAT 1) (EC 2.3.1.-) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1)	MBOAT1 OACT1	Homo sapiens (Human)	495
ENSG00000112242	ENSG00000112242 -> O00716-1;O00716-2	O00716	E2F3_HUMAN	reviewed	Transcription factor E2F3 (E2F-3)	E2F3 KIAA0075	Homo sapiens (Human)	465
ENSG00000145996	ENSG00000145996 -> Q5VV42-1;Q5VV42-3	Q5VV42	CDKAL_HUMAN	reviewed	Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase)	CDKAL1	Homo sapiens (Human)	579
ENSG00000124766		Q06945	SOX4_HUMAN	reviewed	Transcription factor SOX-4	SOX4	Homo sapiens (Human)	474
ENSG00000124532	ENSG00000124532 -> Q9HD23-1;Q9HD23-2;Q9HD23-4	Q9HD23	MRS2_HUMAN	reviewed	Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)	MRS2 HPT MRS2L	Homo sapiens (Human)	443
ENSG00000112294	ENSG00000112294 -> P51649-1;P51649-2	P51649	SSDH_HUMAN	reviewed	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	ALDH5A1 SSADH	Homo sapiens (Human)	535
ENSG00000137261	ENSG00000137261 -> Q5VV43-1;Q5VV43-2;Q5VV43-3;Q5VV43-4	Q5VV43	K0319_HUMAN	reviewed	Dyslexia-associated protein KIAA0319	KIAA0319	Homo sapiens (Human)	1072
ENSG00000111802	ENSG00000111802 -> O95551-1	O95551	TYDP2_HUMAN	reviewed	Tyrosyl-DNA phosphodiesterase 2 (Tyr-DNA phosphodiesterase 2) (hTDP2) (EC 3.1.4.-) (5'-tyrosyl-DNA phosphodiesterase) (5'-Tyr-DNA phosphodiesterase) (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII) (TRAF and TNF receptor-associated protein) (Tyrosyl-RNA phosphodiesterase) (VPg unlinkase)	TDP2 EAP2 TTRAP AD-022	Homo sapiens (Human)	362
ENSG00000112304	ENSG00000112304 -> Q9NPJ3-1;Q9NPJ3-2	Q9NPJ3	ACO13_HUMAN	reviewed	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Thioesterase superfamily member 2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	ACOT13 THEM2 HT012 PNAS-27	Homo sapiens (Human)	140
ENSG00000112308	ENSG00000112308 -> Q9GZU0-1;Q9GZU0-2	Q9GZU0	CF062_HUMAN	reviewed	Uncharacterized protein C6orf62 (HBV X-transactivated gene 12 protein) (HBV XAg-transactivated protein 12)	C6orf62 XTP12 Nbla00237	Homo sapiens (Human)	229
ENSG00000112312		O75496	GEMI_HUMAN	reviewed	Geminin	GMNN	Homo sapiens (Human)	209
ENSG00000079691	ENSG00000079691 -> Q5VZK9-1	Q5VZK9	CARL1_HUMAN	reviewed	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	CARMIL1 CARMIL LRRC16 LRRC16A	Homo sapiens (Human)	1371
ENSG00000112343		O00635	TRI38_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (RING finger protein 15) (RING-type E3 ubiquitin transferase TRIM38) (Tripartite motif-containing protein 38) (Zinc finger protein RoRet)	TRIM38 RNF15 RORET	Homo sapiens (Human)	465
ENSG00000187837		P16403	H12_HUMAN	reviewed	Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)	H1-2 H1F2 HIST1H1C	Homo sapiens (Human)	213
ENSG00000010704	ENSG00000010704 -> Q30201-1;Q30201-10;Q30201-11;Q30201-2;Q30201-3;Q30201-4;Q30201-5;Q30201-6;Q30201-7	Q30201	HFE_HUMAN	reviewed	Hereditary hemochromatosis protein (HLA-H)	HFE HLAH	Homo sapiens (Human)	348
ENSG00000180573		Q93077	H2A1C_HUMAN	reviewed	Histone H2A type 1-C (Histone H2A/l)	HIST1H2AC H2AFL	Homo sapiens (Human)	130
ENSG00000168298		P10412	H14_HUMAN	reviewed	Histone H1.4 (Histone H1b) (Histone H1s-4)	H1-4 H1F4 HIST1H1E	Homo sapiens (Human)	219
ENSG00000158373		P58876	H2B1D_HUMAN	reviewed	Histone H2B type 1-D (HIRA-interacting protein 2) (Histone H2B.1 B) (Histone H2B.b) (H2B/b)	HIST1H2BD H2BFB HIRIP2	Homo sapiens (Human)	126
ENSG00000180596,ENSG00000277224,ENSG00000273802		P62807	H2B1C_HUMAN	reviewed	Histone H2B type 1-C/E/F/G/I (Histone H2B.1 A) (Histone H2B.a) (H2B/a) (Histone H2B.g) (H2B/g) (Histone H2B.h) (H2B/h) (Histone H2B.k) (H2B/k) (Histone H2B.l) (H2B/l)	H2BC4 H2BFL HIST1H2BC; H2BC6 H2BFH HIST1H2BE; H2BC7 H2BFG HIST1H2BF; H2BC8 H2BFA HIST1H2BG; H2BC10 H2BFK HIST1H2BI	Homo sapiens (Human)	126
ENSG00000277075		P04908	H2A1B_HUMAN	reviewed	Histone H2A type 1-B/E (Histone H2A.2) (Histone H2A/a) (Histone H2A/m)	H2AC4 H2AFM HIST1H2AB; H2AC8 H2AFA HIST1H2AE	Homo sapiens (Human)	130
ENSG00000124575		P16402	H13_HUMAN	reviewed	Histone H1.3 (Histone H1c) (Histone H1s-2)	H1-3 H1F3 HIST1H1D	Homo sapiens (Human)	221
ENSG00000186470	ENSG00000186470 -> P78410-1;P78410-2;P78410-3	P78410	BT3A2_HUMAN	reviewed	Butyrophilin subfamily 3 member A2	BTN3A2 BT3.2 BTF3 BTF4	Homo sapiens (Human)	334
ENSG00000124508	ENSG00000124508 -> Q8WVV5-1;Q8WVV5-2;Q8WVV5-3;Q8WVV5-4;Q8WVV5-5	Q8WVV5	BT2A2_HUMAN	reviewed	Butyrophilin subfamily 2 member A2	BTN2A2 BT2.2 BTF2	Homo sapiens (Human)	523
ENSG00000026950	ENSG00000026950 -> O00481-1;O00481-2;O00481-3;O00481-4	O00481	BT3A1_HUMAN	reviewed	Butyrophilin subfamily 3 member A1 (CD antigen CD277)	BTN3A1 BTF5	Homo sapiens (Human)	513
ENSG00000112763	ENSG00000112763 -> Q7KYR7-2;Q7KYR7-4;Q7KYR7-5;Q7KYR7-6	Q7KYR7	BT2A1_HUMAN	reviewed	Butyrophilin subfamily 2 member A1	BTN2A1 BT2.1 BTF1	Homo sapiens (Human)	527
ENSG00000182952		O00479	HMGN4_HUMAN	reviewed	High mobility group nucleosome-binding domain-containing protein 4 (Non-histone chromosomal protein HMG-17-like 3) (Non-histone chromosomal protein)	HMGN4 HMG17L3 NHC	Homo sapiens (Human)	90
ENSG00000146109		Q9ULW3	ABT1_HUMAN	reviewed	Activator of basal transcription 1 (hABT1) (Basal transcriptional activator)	ABT1	Homo sapiens (Human)	272
ENSG00000181315		Q6U7Q0	ZN322_HUMAN	reviewed	Zinc finger protein 322 (Zinc finger protein 322A) (Zinc finger protein 388) (Zinc finger protein 489)	ZNF322 ZNF322A ZNF388 ZNF489	Homo sapiens (Human)	402
ENSG00000124635		P06899	H2B1J_HUMAN	reviewed	Histone H2B type 1-J (Histone H2B.1) (Histone H2B.r) (H2B/r)	H2BC11 H2BFR HIST1H2BJ	Homo sapiens (Human)	126
ENSG00000270276,ENSG00000197061,ENSG00000276966,ENSG00000158406,ENSG00000276180		P62805	H4_HUMAN	reviewed	Histone H4	H4C1 H4/A H4FA HIST1H4A; H4C2 H4/I H4FI HIST1H4B; H4C3 H4/G H4FG HIST1H4C; H4C4 H4/B H4FB HIST1H4D; H4C5 H4/J H4FJ HIST1H4E; H4C6 H4/C H4FC HIST1H4F; H4C8 H4/H H4FH HIST1H4H; H4C9 H4/M H4FM HIST1H4I; H4C11 H4/E H4FE HIST1H4J; H4C12 H4/D H4FD HIST1H4K; H4C13 H4/K H4FK HIST1H4L; H4C14 H4/N H4F2 H4FN HIST2H4 HIST2H4A; H4C15 H4/O H4FO HIST2H4B; H4-16 HIST4H4	Homo sapiens (Human)	103
ENSG00000197903		O60814	H2B1K_HUMAN	reviewed	Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1)	H2BC12 H2BFT HIRIP1 HIST1H2BK	Homo sapiens (Human)	126
ENSG00000274997		Q96KK5	H2A1H_HUMAN	reviewed	Histone H2A type 1-H (Histone H2A/s)	HIST1H2AH HIST1H2AI	Homo sapiens (Human)	128
ENSG00000112812		Q9NQE7	TSSP_HUMAN	reviewed	Thymus-specific serine protease (EC 3.4.-.-) (Serine protease 16)	PRSS16 TSSP	Homo sapiens (Human)	514
ENSG00000124613		Q9UJN7	ZN391_HUMAN	reviewed	Zinc finger protein 391	ZNF391	Homo sapiens (Human)	358
ENSG00000096654		Q99676	ZN184_HUMAN	reviewed	Zinc finger protein 184	ZNF184	Homo sapiens (Human)	751
ENSG00000233822		Q99877	H2B1N_HUMAN	reviewed	Histone H2B type 1-N (Histone H2B.d) (H2B/d)	H2BC15 H2BFD HIST1H2BN	Homo sapiens (Human)	126
ENSG00000184357		P16401	H15_HUMAN	reviewed	Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3)	H1-5 H1F5 HIST1H1B	Homo sapiens (Human)	226
ENSG00000274750,ENSG00000278828,ENSG00000275379		P68431	H31_HUMAN	reviewed	Histone H3.1 (Histone H3/a) (Histone H3/b) (Histone H3/c) (Histone H3/d) (Histone H3/f) (Histone H3/h) (Histone H3/i) (Histone H3/j) (Histone H3/k) (Histone H3/l)	H3C1 H3FA HIST1H3A; H3C2 H3FL HIST1H3B; H3C3 H3FC HIST1H3C; H3C4 H3FB HIST1H3D; H3C6 H3FD HIST1H3E; H3C7 H3FI HIST1H3F; H3C8 H3FH HIST1H3G; H3C10 H3FK HIST1H3H; H3C11 H3FF HIST1H3I; H3C12 H3FJ HIST1H3J	Homo sapiens (Human)	136
ENSG00000196787,ENSG00000196747,ENSG00000276903,ENSG00000278677		P0C0S8	H2A1_HUMAN	reviewed	Histone H2A type 1 (H2A.1) (Histone H2A/ptl)	H2AC11 H2AFP HIST1H2AG; H2AC13 H2AFC HIST1H2AI; H2AC15 H2AFD HIST1H2AK; H2AC16 H2AFI HIST1H2AL; H2AC17 H2AFN HIST1H2AM	Homo sapiens (Human)	130
ENSG00000197279		P49910	ZN165_HUMAN	reviewed	Zinc finger protein 165 (Cancer/testis antigen 53) (CT53) (LD65) (Zinc finger and SCAN domain-containing protein 7)	ZNF165 ZPF165 ZSCAN7	Homo sapiens (Human)	485
ENSG00000196812		Q9H4T2	ZSC16_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 16 (Zinc finger protein 392) (Zinc finger protein 435)	ZSCAN16 ZNF392 ZNF435	Homo sapiens (Human)	348
ENSG00000198315	ENSG00000198315 -> Q15776-1;Q15776-2	Q15776	ZKSC8_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 8 (LD5-1) (Zinc finger protein 192)	ZKSCAN8 ZNF192	Homo sapiens (Human)	578
ENSG00000137185	ENSG00000137185 -> O15535-1;O15535-2	O15535	ZSC9_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 9 (Cell proliferation-inducing gene 12 protein) (PRD51) (Zinc finger protein 193)	ZSCAN9 ZNF193 PIG12	Homo sapiens (Human)	394
ENSG00000187626		Q969J2	ZKSC4_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 4 (P373c6.1) (Zinc finger protein 307) (Zinc finger protein 427)	ZKSCAN4 ZNF307 ZNF427	Homo sapiens (Human)	545
ENSG00000197062	ENSG00000197062 -> Q16670-1	Q16670	ZSC26_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 26 (Protein SRE-ZBP) (Zinc finger protein 187)	ZSCAN26 ZNF187	Homo sapiens (Human)	478
ENSG00000137338		Q96JS3	PGBD1_HUMAN	reviewed	PiggyBac transposable element-derived protein 1 (Cerebral protein 4)	PGBD1 hucep-4	Homo sapiens (Human)	809
ENSG00000235109	ENSG00000235109 -> Q96LW9-1;Q96LW9-2	Q96LW9	ZSC31_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 31 (Zinc finger protein 323)	ZSCAN31 ZNF310P ZNF323	Homo sapiens (Human)	406
ENSG00000189298	ENSG00000189298 -> Q9BRR0-1;Q9BRR0-2	Q9BRR0	ZKSC3_HUMAN	reviewed	Zinc finger protein with KRAB and SCAN domains 3 (Zinc finger and SCAN domain-containing protein 13) (Zinc finger protein 306) (Zinc finger protein 309) (Zinc finger protein 47 homolog) (Zf47) (Zfp-47)	ZKSCAN3 ZFP47 ZNF306 ZNF309 ZSCAN13	Homo sapiens (Human)	538
ENSG00000158691		O43309	ZSC12_HUMAN	reviewed	Zinc finger and SCAN domain-containing protein 12 (Zinc finger protein 305) (Zinc finger protein 96)	ZSCAN12 KIAA0426 ZNF305 ZNF96	Homo sapiens (Human)	604
ENSG00000232040		Q6R2W3	SCND3_HUMAN	reviewed	SCAN domain-containing protein 3 (Transposon-derived Buster4 transposase-like protein) (Zinc finger BED domain-containing protein 9)	ZBED9 Buster4 KIAA1925 SCAND3 ZNF305P2 ZNF452	Homo sapiens (Human)	1325
ENSG00000204713	ENSG00000204713 -> P14373-1;P14373-2	P14373	TRI27_HUMAN	reviewed	Zinc finger protein RFP (EC 2.3.2.27) (RING finger protein 76) (RING-type E3 ubiquitin transferase TRIM27) (Ret finger protein) (Tripartite motif-containing protein 27)	TRIM27 RFP RNF76	Homo sapiens (Human)	513
